Lemma,SFI rank,Standard Frequency Index,Adjusted Frequency per Million,,,,,,,,,,,,,,,,,
the,1,87.85,60910,,,,,,,,,,,,,,,,,
cover,424,63.73,236,covers,covered,covering,coverings,,,,,,,,,,,,,
paper,425,63.73,236,papers,papered,papering,,,,,,,,,,,,,,
position,426,63.72,236,positions,positioned,positioning,,,,,,,,,,,,,,
near,427,63.72,236,nears,neared,nearing,nearer,nearest,,,,,,,,,,,,
human,428,63.72,235,humans,,,,,,,,,,,,,,,,
computer,429,63.72,235,computers,,,,,,,,,,,,,,,,
situation,430,63.70,235,situations,,,,,,,,,,,,,,,,
staff,431,63.70,234,staffs,staffed,staffing,,,,,,,,,,,,,,
activity,432,63.68,234,activities,,,,,,,,,,,,,,,,
film,433,63.66,232,films,filmed,filming,,,,,,,,,,,,,,
morning,434,63.65,232,mornings,,,,,,,,,,,,,,,,
war,435,63.63,231,wars,warred,warring,,,,,,,,,,,,,,
account,436,63.63,231,accounts,accounted,accounting,,,,,,,,,,,,,,
shop,437,63.62,230,shops,shopped,shopping,,,,,,,,,,,,,,
major,438,63.59,229,majors,majored,majoring,,,,,,,,,,,,,,
someone,439,63.58,228,,,,,,,,,,,,,,,,,
above,440,63.58,228,,,,,,,,,,,,,,,,,
design,441,63.58,228,designs,designed,designing,,,,,,,,,,,,,,
event,442,63.57,228,events,,,,,,,,,,,,,,,,
special,443,63.57,228,specials,,,,,,,,,,,,,,,,
sometimes,444,63.57,227,,,,,,,,,,,,,,,,,
condition,445,63.54,226,conditions,conditioned,conditioning,conditionings,,,,,,,,,,,,,
carry,446,63.54,226,carries,carried,carrying,,,,,,,,,,,,,,
choose,447,63.53,225,chooses,chose,choosing,chosen,,,,,,,,,,,,,
father,448,63.51,225,fathers,fathered,fathering,,,,,,,,,,,,,,
decision,449,63.51,224,decisions,,,,,,,,,,,,,,,,
table,450,63.50,224,tables,tabled,,,,,,,,,,,,,,,
certain,451,63.49,223,,,,,,,,,,,,,,,,,
forward,452,63.48,223,forwards,forwarded,forwarding,,,,,,,,,,,,,,
main,453,63.48,223,,,,,,,,,,,,,,,,,
die,454,63.47,222,dies,died,dying,,,,,,,,,,,,,,
bear,455,63.45,222,bears,bearing,borne,bearings,,,,,,,,,,,,,
cut,456,63.45,221,cuts,cutting,cuttings,,,,,,,,,,,,,,
describe,457,63.43,220,describes,described,describing,,,,,,,,,,,,,,
himself,458,63.42,220,,,,,,,,,,,,,,,,,
available,459,63.42,220,,,,,,,,,,,,,,,,,
especially,460,63.42,220,,,,,,,,,,,,,,,,,
strong,461,63.38,218,stronger,strongest,,,,,,,,,,,,,,,
rise,462,63.38,218,rises,rising,risen,,,,,,,,,,,,,,
girl,463,63.37,217,girls,,,,,,,,,,,,,,,,
maybe,464,63.37,217,,,,,,,,,,,,,,,,,
community,465,63.37,217,communities,,,,,,,,,,,,,,,,
else,466,63.34,216,,,,,,,,,,,,,,,,,
particular,467,63.33,215,particulars,,,,,,,,,,,,,,,,
role,468,63.33,215,roles,,,,,,,,,,,,,,,,
join,469,63.33,215,joins,joined,joining,,,,,,,,,,,,,,
difficult,470,63.32,215,,,,,,,,,,,,,,,,,
please,471,63.28,213,pleases,pleased,pleasing,,,,,,,,,,,,,,
detail,472,63.28,213,details,detailed,detailing,,,,,,,,,,,,,,
difference,473,63.27,212,differences,differenced,differencing,,,,,,,,,,,,,,
action,474,63.21,210,actions,,,,,,,,,,,,,,,,
health,475,63.21,209,,,,,,,,,,,,,,,,,
eat,476,63.19,209,eats,ate,eating,eaten,,,,,,,,,,,,,
step,477,63.18,208,steps,stepped,stepping,,,,,,,,,,,,,,
true,478,63.17,208,trues,trued,truing,truer,truest,,,,,,,,,,,,
phone,479,63.16,207,phones,phoned,phoning,,,,,,,,,,,,,,
themselves,480,63.16,207,,,,,,,,,,,,,,,,,
draw,481,63.15,207,draws,drew,drawing,drawn,drawings,,,,,,,,,,,,
white,482,63.14,206,whiter,whitest,whites,,,,,,,,,,,,,,
date,483,63.13,205,dates,dated,dating,,,,,,,,,,,,,,
practice,484,63.12,205,practices,practiced,practicing,practise,practised,practises,practising,,,,,,,,,,
model,485,63.12,205,models,modeled,modeling,modelled,modelling,,,,,,,,,,,,
raise,486,63.11,205,raises,raised,raising,raisings,,,,,,,,,,,,,
customer,487,63.11,205,customers,,,,,,,,,,,,,,,,
front,488,63.07,203,fronts,fronted,fronting,,,,,,,,,,,,,,
explain,489,63.06,202,explains,explained,explaining,,,,,,,,,,,,,,
door,490,63.05,202,doors,,,,,,,,,,,,,,,,
outside,491,63.02,200,outsides,,,,,,,,,,,,,,,,
behind,492,63.01,200,,,,,,,,,,,,,,,,,
economic,493,62.99,199,economics,,,,,,,,,,,,,,,,
site,494,62.98,199,sites,sited,,,,,,,,,,,,,,,
approach,495,62.98,199,approaches,approached,approaching,,,,,,,,,,,,,,
teacher,496,62.98,199,teachers,,,,,,,,,,,,,,,,
land,497,62.94,197,lands,landed,landing,landings,,,,,,,,,,,,,
charge,498,62.94,197,charges,charged,charging,,,,,,,,,,,,,,
finally,499,62.93,197,,,,,,,,,,,,,,,,,
sign,500,62.93,197,signs,signed,signing,,,,,,,,,,,,,,
claim,501,62.93,196,claims,claimed,claiming,,,,,,,,,,,,,,
relationship,502,62.93,196,relationships,,,,,,,,,,,,,,,,
travel,503,62.91,195,travels,traveled,traveling,travelled,travelling,,,,,,,,,,,,
enjoy,504,62.89,195,enjoys,enjoyed,enjoying,,,,,,,,,,,,,,
death,505,62.89,194,deaths,,,,,,,,,,,,,,,,
nice,506,62.86,193,nicer,nicest,,,,,,,,,,,,,,,
amount,507,62.86,193,amounts,amounted,,,,,,,,,,,,,,,
improve,508,62.83,192,improves,improved,improving,,,,,,,,,,,,,,
picture,509,62.83,192,pictures,pictured,picturing,,,,,,,,,,,,,,
boy,510,62.83,192,boys,,,,,,,,,,,,,,,,
regard,511,62.82,191,regards,regarded,regarding,,,,,,,,,,,,,,
organization,512,62.82,191,organizations,organisation,organisations,,,,,,,,,,,,,,
happy,513,62.81,191,happier,happiest,,,,,,,,,,,,,,,
couple,514,62.81,191,couples,coupled,coupling,,,,,,,,,,,,,,
act,515,62.80,190,acts,acted,acting,,,,,,,,,,,,,,
range,516,62.79,190,ranges,ranged,ranging,,,,,,,,,,,,,,
quality,517,62.78,190,qualities,,,,,,,,,,,,,,,,
project,518,62.78,190,projects,projected,projecting,,,,,,,,,,,,,,
round,519,62.77,189,rounds,rounded,rounding,rounder,roundest,,,,,,,,,,,,
opportunity,520,62.76,189,opportunities,,,,,,,,,,,,,,,,
road,521,62.76,189,roads,,,,,,,,,,,,,,,,
accord,522,62.74,188,accords,accorded,according,,,,,,,,,,,,,,
list,523,62.73,187,lists,listed,listing,listings,,,,,,,,,,,,,
wish,524,62.73,187,wishes,wished,wishing,,,,,,,,,,,,,,
therefore,525,62.72,187,,,,,,,,,,,,,,,,,
wear,526,62.71,187,wears,wore,wearing,worn,,,,,,,,,,,,,
fund,527,62.71,187,funds,funded,funding,,,,,,,,,,,,,,
rest,528,62.71,186,rests,rested,resting,,,,,,,,,,,,,,
kid,529,62.70,186,kids,kidded,kidding,,,,,,,,,,,,,,
industry,530,62.68,185,industries,,,,,,,,,,,,,,,,
education,531,62.67,185,educations,,,,,,,,,,,,,,,,
measure,532,62.67,185,measures,measured,measuring,,,,,,,,,,,,,,
kill,533,62.65,184,kills,killed,killing,killings,,,,,,,,,,,,,
serve,534,62.64,184,serves,served,serving,servings,,,,,,,,,,,,,
likely,535,62.62,183,likelier,likeliest,,,,,,,,,,,,,,,
certainly,536,62.59,182,,,,,,,,,,,,,,,,,
national,537,62.58,181,nationals,,,,,,,,,,,,,,,,
itself,538,62.57,181,,,,,,,,,,,,,,,,,
teach,539,62.57,181,teaches,taught,teaching,teachings,,,,,,,,,,,,,
field,540,62.57,181,fields,fielded,fielding,,,,,,,,,,,,,,
security,541,62.54,180,securities,,,,,,,,,,,,,,,,
air,542,62.53,179,airs,aired,airing,,,,,,,,,,,,,,
benefit,543,62.53,179,benefits,benefited,benefiting,benefitted,benefitting,,,,,,,,,,,,
trade,544,62.52,179,trades,traded,trading,,,,,,,,,,,,,,
risk,545,62.52,179,risks,risked,risking,,,,,,,,,,,,,,
news,546,62.51,178,,,,,,,,,,,,,,,,,
standard,547,62.50,178,standards,,,,,,,,,,,,,,,,
vote,548,62.49,177,votes,voted,voting,,,,,,,,,,,,,,
percent,549,62.49,177,percents,,,,,,,,,,,,,,,,
focus,550,62.48,177,focuses,focused,focusing,focussed,focuss,focusses,focussing,,,,,,,,,,
stage,551,62.47,177,stages,staged,staging,,,,,,,,,,,,,,
space,552,62.46,176,spaces,spaced,spacing,,,,,,,,,,,,,,
instead,553,62.46,176,,,,,,,,,,,,,,,,,
realize,554,62.46,176,realizes,realized,realizing,realise,realises,realised,realising,,,,,,,,,,
usually,555,62.44,175,,,,,,,,,,,,,,,,,
data,556,62.42,174,datum,,,,,,,,,,,,,,,,
single,557,62.41,174,singles,singled,singling,,,,,,,,,,,,,,
address,558,62.37,173,addresses,addressed,addressing,,,,,,,,,,,,,,
performance,559,62.36,172,performances,,,,,,,,,,,,,,,,
chance,560,62.36,172,chances,chanced,chancing,,,,,,,,,,,,,,
accept,561,62.36,172,accepts,accepted,accepting,,,,,,,,,,,,,,
society,562,62.35,172,societies,,,,,,,,,,,,,,,,
technology,563,62.35,172,technologies,,,,,,,,,,,,,,,,
mention,564,62.35,172,mentions,mentioned,mentioning,,,,,,,,,,,,,,
choice,565,62.33,171,choices,choicer,choicest,,,,,,,,,,,,,,
save,566,62.33,171,saves,saved,saving,savings,,,,,,,,,,,,,
common,567,62.32,170,commonest,,,,,,,,,,,,,,,,
culture,568,62.29,170,cultures,cultured,culturing,,,,,,,,,,,,,,
total,569,62.28,169,totals,totaled,totaling,totalled,totalling,,,,,,,,,,,,
demand,570,62.27,169,demands,demanded,demanding,,,,,,,,,,,,,,
material,571,62.26,168,materials,,,,,,,,,,,,,,,,
limit,572,62.25,168,limits,limited,limiting,,,,,,,,,,,,,,
listen,573,62.25,168,listens,listened,listening,,,,,,,,,,,,,,
due,574,62.23,167,,,,,,,,,,,,,,,,,
wrong,575,62.23,167,wrongs,wronged,wronging,,,,,,,,,,,,,,
foot,576,62.22,167,foots,footed,footing,feet,,,,,,,,,,,,,
effort,577,62.22,167,efforts,,,,,,,,,,,,,,,,
attention,578,62.21,166,attentions,,,,,,,,,,,,,,,,
upon,579,62.21,166,,,,,,,,,,,,,,,,,
check,580,62.20,166,checks,checked,checking,,,,,,,,,,,,,,
complete,581,62.20,166,completes,completed,completing,,,,,,,,,,,,,,
lie,582,62.19,166,lies,lied,lying,lain,,,,,,,,,,,,,
pick,583,62.19,166,picks,picked,picking,,,,,,,,,,,,,,
reduce,584,62.19,165,reduces,reduced,reducing,,,,,,,,,,,,,,
personal,585,62.19,165,personals,,,,,,,,,,,,,,,,
ground,586,62.18,165,grounds,grounded,grounding,,,,,,,,,,,,,,
animal,587,62.17,165,animals,,,,,,,,,,,,,,,,
arrive,588,62.17,165,arrives,arrived,arriving,,,,,,,,,,,,,,
patient,589,62.17,165,patients,,,,,,,,,,,,,,,,
current,590,62.15,164,currents,,,,,,,,,,,,,,,,
century,591,62.14,163,centuries,,,,,,,,,,,,,,,,
evidence,592,62.13,163,evidences,evidenced,evidencing,,,,,,,,,,,,,,
exist,593,62.13,163,exists,existed,existing,,,,,,,,,,,,,,
similar,594,62.12,163,,,,,,,,,,,,,,,,,
fight,595,62.12,163,fights,fought,fighting,,,,,,,,,,,,,,
leader,596,62.12,163,leaders,,,,,,,,,,,,,,,,
fine,597,62.11,162,fines,fined,fining,finer,finest,,,,,,,,,,,,
street,598,62.11,162,streets,,,,,,,,,,,,,,,,
former,599,62.10,162,formers,,,,,,,,,,,,,,,,
contact,600,62.09,162,contacts,contacted,contacting,,,,,,,,,,,,,,
particularly,601,62.09,162,,,,,,,,,,,,,,,,,
wife,602,62.06,161,wives,,,,,,,,,,,,,,,,
sport,603,62.06,161,sports,sported,sporting,,,,,,,,,,,,,,
prepare,604,62.04,160,prepares,prepared,preparing,,,,,,,,,,,,,,
discuss,605,62.03,160,discusses,discussed,discussing,,,,,,,,,,,,,,
response,606,62.03,159,responses,,,,,,,,,,,,,,,,
voice,607,62.02,159,voices,voiced,voicing,,,,,,,,,,,,,,
piece,608,62.01,159,pieces,pieced,piecing,,,,,,,,,,,,,,
finish,609,62.00,158,finishes,finished,finishing,,,,,,,,,,,,,,
suppose,610,61.97,157,supposes,supposed,supposing,,,,,,,,,,,,,,
apply,611,61.97,157,applies,applied,applying,,,,,,,,,,,,,,
president,612,61.97,157,presidents,,,,,,,,,,,,,,,,
fire,613,61.96,157,fires,fired,firing,firings,,,,,,,,,,,,,
compare,614,61.95,157,compares,compared,comparing,,,,,,,,,,,,,,
court,615,61.94,156,courts,courted,courting,,,,,,,,,,,,,,
police,616,61.93,156,polices,policed,policing,,,,,,,,,,,,,,
store,617,61.92,156,stores,stored,storing,,,,,,,,,,,,,,
poor,618,61.92,156,poorer,poorest,,,,,,,,,,,,,,,
knowledge,619,61.91,155,,,,,,,,,,,,,,,,,
laugh,620,61.91,155,laughs,laughed,laughing,,,,,,,,,,,,,,
arm,621,61.90,155,arms,armed,arming,,,,,,,,,,,,,,
heart,622,61.90,155,hearts,hearted,,,,,,,,,,,,,,,
source,623,61.90,155,sources,sourced,sourcing,,,,,,,,,,,,,,
employee,624,61.89,154,employees,,,,,,,,,,,,,,,,
manage,625,61.87,154,manages,managed,managing,,,,,,,,,,,,,,
simply,626,61.86,153,,,,,,,,,,,,,,,,,
bank,627,61.85,153,banks,banked,banking,,,,,,,,,,,,,,
firm,628,61.84,153,firms,firmed,firming,firmer,firmest,,,,,,,,,,,,
cell,629,61.84,153,cells,celled,,,,,,,,,,,,,,,
article,630,61.81,152,articles,articled,articling,,,,,,,,,,,,,,
fast,631,61.80,151,fasts,fasted,fasting,faster,fastest,,,,,,,,,,,,
attack,632,61.79,151,attacks,attacked,attacking,,,,,,,,,,,,,,
foreign,633,61.79,151,,,,,,,,,,,,,,,,,
surprise,634,61.78,151,surprises,surprised,surprising,,,,,,,,,,,,,,
feature,635,61.77,150,features,featured,featuring,,,,,,,,,,,,,,
factor,636,61.77,150,factors,factored,factoring,factorings,,,,,,,,,,,,,
pretty,637,61.76,150,pretties,prettying,prettier,prettiest,,,,,,,,,,,,,
recently,638,61.76,150,,,,,,,,,,,,,,,,,
affect,639,61.76,150,affects,affected,affecting,,,,,,,,,,,,,,
drop,640,61.75,150,drops,dropped,dropping,,,,,,,,,,,,,,
recent,641,61.74,149,,,,,,,,,,,,,,,,,
relate,642,61.74,149,relates,related,relating,,,,,,,,,,,,,,
official,643,61.73,149,officials,,,,,,,,,,,,,,,,
financial,644,61.73,149,financials,,,,,,,,,,,,,,,,
miss,645,61.72,149,misses,missed,missing,,,,,,,,,,,,,,
art,646,61.72,149,arts,,,,,,,,,,,,,,,,
campaign,647,61.71,148,campaigns,campaigned,campaigning,,,,,,,,,,,,,,
private,648,61.71,148,,,,,,,,,,,,,,,,,
pause,649,61.70,148,pauses,paused,pausing,,,,,,,,,,,,,,
everyone,650,61.69,148,,,,,,,,,,,,,,,,,
forget,651,61.68,147,forgets,forgot,forgetting,forgotten,,,,,,,,,,,,,
page,652,61.68,147,pages,paged,paging,,,,,,,,,,,,,,
worry,653,61.68,147,worries,worried,worrying,,,,,,,,,,,,,,
summer,654,61.67,147,summers,summered,,,,,,,,,,,,,,,
drink,655,61.66,147,drinks,drank,drinking,,,,,,,,,,,,,,
opinion,656,61.66,147,opinions,opinioned,,,,,,,,,,,,,,,
park,657,61.65,146,parks,parked,parking,,,,,,,,,,,,,,
represent,658,61.64,146,represents,represented,representing,,,,,,,,,,,,,,
key,659,61.64,146,keys,keyed,keying,,,,,,,,,,,,,,
inside,660,61.62,145,insides,,,,,,,,,,,,,,,,
manager,661,61.60,145,managers,,,,,,,,,,,,,,,,
international,662,61.59,144,internationals,,,,,,,,,,,,,,,,
contain,663,61.58,144,contains,contained,containing,,,,,,,,,,,,,,
notice,664,61.56,143,notices,noticed,noticing,,,,,,,,,,,,,,
wonder,665,61.56,143,wonders,wondered,wondering,wonderings,,,,,,,,,,,,,
nature,666,61.55,143,natures,natured,,,,,,,,,,,,,,,
structure,667,61.55,143,structures,structured,structuring,,,,,,,,,,,,,,
section,668,61.54,142,sections,sectioned,sectioning,,,,,,,,,,,,,,
myself,669,61.53,142,,,,,,,,,,,,,,,,,
exactly,670,61.52,142,,,,,,,,,,,,,,,,,
plant,671,61.52,142,plants,planted,planting,plantings,,,,,,,,,,,,,
paint,672,61.51,142,paints,painted,painting,paintings,,,,,,,,,,,,,
worker,673,61.50,141,workers,,,,,,,,,,,,,,,,
press,674,61.50,141,presses,pressed,pressing,pressings,,,,,,,,,,,,,
whatever,675,61.50,141,,,,,,,,,,,,,,,,,
necessary,676,61.50,141,necessaries,,,,,,,,,,,,,,,,
region,677,61.48,141,regions,,,,,,,,,,,,,,,,
growth,678,61.46,140,growths,,,,,,,,,,,,,,,,
evening,679,61.46,140,evenings,,,,,,,,,,,,,,,,
influence,680,61.46,140,influences,influenced,influencing,,,,,,,,,,,,,,
respect,681,61.46,140,respects,respected,respecting,,,,,,,,,,,,,,
various,682,61.46,140,,,,,,,,,,,,,,,,,
catch,683,61.45,140,catches,caught,catching,,,,,,,,,,,,,,
thus,684,61.43,139,,,,,,,,,,,,,,,,,
skill,685,61.43,139,skills,skilled,,,,,,,,,,,,,,,
attempt,686,61.42,139,attempts,attempted,attempting,,,,,,,,,,,,,,
son,687,61.42,139,sons,,,,,,,,,,,,,,,,
simple,688,61.41,138,simpler,simplest,,,,,,,,,,,,,,,
medium,689,61.41,138,mediums,,,,,,,,,,,,,,,,
average,690,61.41,138,averages,averaged,averaging,,,,,,,,,,,,,,
stock,691,61.40,138,stocks,stocked,stocking,,,,,,,,,,,,,,
management,692,61.39,138,managements,,,,,,,,,,,,,,,,
character,693,61.38,138,characters,,,,,,,,,,,,,,,,
bed,694,61.38,137,beds,bedded,bedding,beddings,,,,,,,,,,,,,
hit,695,61.38,137,hits,hitting,,,,,,,,,,,,,,,
establish,696,61.37,137,establishes,established,establishing,,,,,,,,,,,,,,
indeed,697,61.36,137,,,,,,,,,,,,,,,,,
final,698,61.36,137,finals,,,,,,,,,,,,,,,,
economy,699,61.35,137,economies,,,,,,,,,,,,,,,,
fit,700,61.35,137,fits,fitted,fitting,fitter,fittest,fittings,,,,,,,,,,,
guy,701,61.33,136,guys,guyed,guying,,,,,,,,,,,,,,
function,702,61.32,135,functions,functioned,functioning,,,,,,,,,,,,,,
yesterday,703,61.32,135,yesterdays,,,,,,,,,,,,,,,,
image,704,61.31,135,images,imaged,imaging,,,,,,,,,,,,,,
size,705,61.30,135,sizes,sized,sizing,,,,,,,,,,,,,,
behavior,706,61.30,135,behaviors,behaviour,behaviours,,,,,,,,,,,,,,
addition,707,61.30,135,additions,,,,,,,,,,,,,,,,
determine,708,61.29,134,determines,determined,determining,,,,,,,,,,,,,,
station,709,61.28,134,stations,stationed,stationing,,,,,,,,,,,,,,
population,710,61.28,134,populations,,,,,,,,,,,,,,,,
fail,711,61.27,134,fails,failed,failing,failings,,,,,,,,,,,,,
environment,712,61.27,134,environments,,,,,,,,,,,,,,,,
production,713,61.25,133,productions,,,,,,,,,,,,,,,,
contract,714,61.24,133,contracts,contracted,contracting,,,,,,,,,,,,,,
player,715,61.22,132,players,,,,,,,,,,,,,,,,
comment,716,61.22,132,comments,commented,commenting,,,,,,,,,,,,,,
enter,717,61.21,132,enters,entered,entering,,,,,,,,,,,,,,
occur,718,61.20,132,occurs,occurred,occurring,,,,,,,,,,,,,,
alone,719,61.20,132,,,,,,,,,,,,,,,,,
significant,720,61.18,131,,,,,,,,,,,,,,,,,
drug,721,61.18,131,drugs,drugged,drugging,,,,,,,,,,,,,,
wall,722,61.17,131,walls,walled,walling,,,,,,,,,,,,,,
series,723,61.17,131,,,,,,,,,,,,,,,,,
direct,724,61.16,131,directs,directed,directing,,,,,,,,,,,,,,
success,725,61.15,130,successes,,,,,,,,,,,,,,,,
tomorrow,726,61.14,130,tomorrows,,,,,,,,,,,,,,,,
director,727,61.13,130,directors,,,,,,,,,,,,,,,,
clearly,728,61.13,130,,,,,,,,,,,,,,,,,
lack,729,61.12,129,lacks,lacked,lacking,,,,,,,,,,,,,,
review,730,61.12,129,reviews,reviewed,reviewing,,,,,,,,,,,,,,
depend,731,61.10,129,depends,depended,depending,,,,,,,,,,,,,,
race,732,61.10,129,races,raced,racing,,,,,,,,,,,,,,
recognize,733,61.10,129,recognizes,recognized,recognizing,recognise,recognises,recognised,recognising,,,,,,,,,,
window,734,61.10,129,windows,windowed,windowing,,,,,,,,,,,,,,
purpose,735,61.09,128,purposes,purposed,purposing,,,,,,,,,,,,,,
department,736,61.09,128,departments,,,,,,,,,,,,,,,,
gain,737,61.08,128,gains,gained,gaining,,,,,,,,,,,,,,
tree,738,61.08,128,trees,,,,,,,,,,,,,,,,
college,739,61.07,128,colleges,,,,,,,,,,,,,,,,
argue,740,61.07,128,argues,argued,arguing,,,,,,,,,,,,,,
board,741,61.06,128,boards,boarded,boarding,,,,,,,,,,,,,,
holiday,742,61.05,127,holidays,holidayed,holidaying,,,,,,,,,,,,,,
mark,743,61.05,127,marks,marked,marking,markings,,,,,,,,,,,,,
church,744,61.02,127,churches,churched,churching,,,,,,,,,,,,,,
machine,745,61.02,126,machines,machined,machining,,,,,,,,,,,,,,
achieve,746,61.02,126,achieves,achieved,achieving,,,,,,,,,,,,,,
item,747,61.02,126,items,,,,,,,,,,,,,,,,
prove,748,61.02,126,proves,proved,proving,proven,,,,,,,,,,,,,
cent,749,61.02,126,cents,,,,,,,,,,,,,,,,
season,750,61.01,126,seasons,seasoned,seasoning,seasonings,,,,,,,,,,,,,
floor,751,61.01,126,floors,floored,flooring,floorings,,,,,,,,,,,,,
stuff,752,61.01,126,stuffs,stuffed,stuffing,,,,,,,,,,,,,,
wide,753,61.01,126,wider,widest,,,,,,,,,,,,,,,
anyone,754,61.01,126,,,,,,,,,,,,,,,,,
method,755,61.01,126,methods,,,,,,,,,,,,,,,,
analysis,756,61.00,126,analyses,,,,,,,,,,,,,,,,
election,757,60.99,126,elections,,,,,,,,,,,,,,,,
military,758,60.99,126,militaries,,,,,,,,,,,,,,,,
hotel,759,60.99,126,hotels,,,,,,,,,,,,,,,,
club,760,60.99,126,clubs,clubbed,clubbing,,,,,,,,,,,,,,
below,761,60.99,126,,,,,,,,,,,,,,,,,
movie,762,60.99,126,movies,,,,,,,,,,,,,,,,
doctor,763,60.98,125,doctors,doctored,doctoring,,,,,,,,,,,,,,
discussion,764,60.98,125,discussions,,,,,,,,,,,,,,,,
sorry,765,60.98,125,sorrier,sorriest,,,,,,,,,,,,,,,
challenge,766,60.98,125,challenges,challenged,challenging,,,,,,,,,,,,,,
nation,767,60.96,125,nations,,,,,,,,,,,,,,,,
nearly,768,60.96,125,,,,,,,,,,,,,,,,,
statement,769,60.95,125,statements,,,,,,,,,,,,,,,,
link,770,60.95,124,links,linked,linking,,,,,,,,,,,,,,
despite,771,60.94,124,,,,,,,,,,,,,,,,,
introduce,772,60.94,124,introduces,introduced,introducing,,,,,,,,,,,,,,
advantage,773,60.94,124,advantages,advantaged,,,,,,,,,,,,,,,
ready,774,60.94,124,readies,readied,readying,readier,readiest,,,,,,,,,,,,
marry,775,60.93,124,marries,married,marrying,,,,,,,,,,,,,,
strike,776,60.93,124,strikes,struck,striking,,,,,,,,,,,,,,
mile,777,60.92,124,miles,,,,,,,,,,,,,,,,
seek,778,60.92,123,seeks,sought,seeking,,,,,,,,,,,,,,
ability,779,60.90,123,abilities,,,,,,,,,,,,,,,,
unit,780,60.90,123,units,,,,,,,,,,,,,,,,
card,781,60.89,123,cards,carded,carding,,,,,,,,,,,,,,
hospital,782,60.88,123,hospitals,,,,,,,,,,,,,,,,
quickly,783,60.86,122,,,,,,,,,,,,,,,,,
interview,784,60.86,122,interviews,interviewed,interviewing,,,,,,,,,,,,,,
agreement,785,60.85,122,agreements,,,,,,,,,,,,,,,,
release,786,60.85,122,releases,released,releasing,,,,,,,,,,,,,,
tax,787,60.85,122,taxes,taxed,taxing,,,,,,,,,,,,,,
solution,788,60.85,122,solutions,,,,,,,,,,,,,,,,
capital,789,60.83,121,capitals,,,,,,,,,,,,,,,,
popular,790,60.82,121,,,,,,,,,,,,,,,,,
specific,791,60.82,121,specifics,,,,,,,,,,,,,,,,
beautiful,792,60.82,121,,,,,,,,,,,,,,,,,
fear,793,60.81,121,fears,feared,fearing,,,,,,,,,,,,,,
aim,794,60.81,121,aims,aimed,aiming,,,,,,,,,,,,,,
television,795,60.81,120,televisions,,,,,,,,,,,,,,,,
serious,796,60.81,120,,,,,,,,,,,,,,,,,
target,797,60.80,120,targets,targeted,targeting,,,,,,,,,,,,,,
degree,798,60.78,120,degrees,,,,,,,,,,,,,,,,
pull,799,60.77,120,pulls,pulled,pulling,,,,,,,,,,,,,,
red,800,60.77,119,reds,redder,reddest,,,,,,,,,,,,,,
husband,801,60.77,119,husbands,husbanded,husbanding,,,,,,,,,,,,,,
access,802,60.77,119,accesses,accessed,accessing,,,,,,,,,,,,,,
movement,803,60.75,119,movements,,,,,,,,,,,,,,,,
treat,804,60.74,119,treats,treated,treating,,,,,,,,,,,,,,
identify,805,60.73,118,identifies,identified,identifying,,,,,,,,,,,,,,
loss,806,60.72,118,losses,,,,,,,,,,,,,,,,
shall,807,60.72,118,,,,,,,,,,,,,,,,,
modern,808,60.70,117,moderns,,,,,,,,,,,,,,,,
pressure,809,60.70,117,pressures,pressured,pressuring,,,,,,,,,,,,,,
bus,810,60.69,117,buses,bused,busing,,,,,,,,,,,,,,
treatment,811,60.69,117,treatments,,,,,,,,,,,,,,,,
yourself,812,60.67,117,yourselves,,,,,,,,,,,,,,,,
supply,813,60.66,116,supplies,supplied,supplying,,,,,,,,,,,,,,
village,814,60.65,116,villages,,,,,,,,,,,,,,,,
worth,815,60.64,116,,,,,,,,,,,,,,,,,
natural,816,60.64,116,naturals,,,,,,,,,,,,,,,,
express,817,60.64,116,expresses,expressed,expressing,,,,,,,,,,,,,,
indicate,818,60.64,116,indicates,indicated,indicating,,,,,,,,,,,,,,
attend,819,60.63,116,attends,attended,attending,,,,,,,,,,,,,,
brother,820,60.63,116,brothers,,,,,,,,,,,,,,,,
investment,821,60.63,116,investments,,,,,,,,,,,,,,,,
score,822,60.62,115,scores,scored,scoring,scorings,,,,,,,,,,,,,
organize,823,60.62,115,organizes,organized,organizing,organise,organises,organised,organising,,,,,,,,,,
trip,824,60.62,115,trips,tripped,tripping,,,,,,,,,,,,,,
beyond,825,60.62,115,,,,,,,,,,,,,,,,,
sleep,826,60.61,115,sleeps,slept,sleeping,,,,,,,,,,,,,,
fish,827,60.60,115,fishes,fished,fishing,,,,,,,,,,,,,,
promise,828,60.60,115,promises,promised,promising,,,,,,,,,,,,,,
potential,829,60.59,115,potentials,,,,,,,,,,,,,,,,
energy,830,60.59,115,energies,,,,,,,,,,,,,,,,
trouble,831,60.59,115,troubles,troubled,troubling,,,,,,,,,,,,,,
relation,832,60.58,114,relations,,,,,,,,,,,,,,,,
touch,833,60.56,114,touches,touched,touching,,,,,,,,,,,,,,
file,834,60.56,114,files,filed,filing,filings,,,,,,,,,,,,,
middle,835,60.56,114,middles,middled,middling,,,,,,,,,,,,,,
bar,836,60.55,114,bars,barred,barring,,,,,,,,,,,,,,
suffer,837,60.55,113,suffers,suffered,suffering,sufferred,sufferring,,,,,,,,,,,,
strategy,838,60.55,113,strategies,,,,,,,,,,,,,,,,
